Plant species,Latitude,Longitude
Castanea sativa,52.277252,5.2393
Tilia tomentosa,52.295623,5.190616
Tilia platyphyllos,52.100892,6.323845
Tilia platyphyllos,52.100984,6.323511
Tilia platyphyllos,52.090761,6.274019
Populus tremula,52.328536,6.107666
Tilia cordata,52.318504,6.954265
Castanea sativa,51.906425,6.265234
Tilia platyphyllos,52.460562,6.081448
Carpinus betulus,52.348029,5.980004
Castanea sativa,52.286536,5.96869
Tilia platyphyllos,51.567266,3.512131
Carpinus betulus,52.358353,6.669869
Castanea sativa,51.978236,5.837039
Cedrus libani,52.3583,6.670572
Quercus rubra,52.358422,6.668491
Castanea sativa,52.297441,6.750637
Pinus nigra,50.942888,5.929221
Quercus rubra,52.324287,6.721755
Tilia cordata,51.858547,5.820237
Castanea sativa,51.988084,5.825986
Castanea sativa,51.150537,5.978277
Tilia tomentosa,51.17229,5.853755
Tilia tomentosa,51.337914,5.446497
Quercus rubra,52.962462,5.915585
Tilia platyphyllos,51.012433,5.780833
Pinus sylvestris,51.92013,6.771619
Tilia cordata,51.998031,6.743923
Castanea sativa,51.412912,6.173504
Castanea sativa,50.843544,5.787632
Castanea sativa,52.082263,5.089286
Quercus rubra,52.002091,5.857462
Quercus rubra,52.073841,5.477855
Tilia cordata,52.002751,5.856596
Castanea sativa,52.00238,5.85732
Quercus cerris,52.066771,5.356213
Castanea sativa,52.246626,5.123534
Carpinus betulus,51.695496,5.376224
Castanea sativa,51.41941,5.680878
Cedrus libani,52.252077,5.129213
Tilia platyphyllos,51.993939,5.93823
Tilia platyphyllos,51.271219,3.871124
Cedrus libani,52.072613,5.132888
Pinus nigra,51.990042,5.889162
Quercus cerris,51.988827,5.918207
Carpinus betulus,51.56922,4.634411
Quercus cerris,51.774994,5.927454
Castanea sativa,51.925849,6.586693
Populus alba,52.03954,6.620771
Tilia cordata,51.986871,5.903204
Quercus rubra,52.03256,6.088807
Tilia tomentosa,50.796702,5.925172
Tilia tomentosa,50.796225,5.925365
Tilia cordata,51.210532,5.735064
Tilia platyphyllos,50.843362,5.78834
Castanea sativa,50.871139,5.813015
Tilia tomentosa,51.94144,6.460807
Castanea sativa,51.814062,5.928676
Castanea sativa,51.814273,5.929622
Tilia tomentosa,51.501466,3.889469
Carpinus betulus,51.502872,3.892606
Castanea sativa,51.749958,5.834198
Castanea sativa,52.170065,6.262059
Cedrus libani,51.481174,3.963349
Carpinus betulus,52.768221,5.106283
Tilia platyphyllos,52.089874,6.155953
Castanea sativa,52.12808,6.148184
Pinus nigra,52.112769,6.077277
Cedrus libani,50.89457,5.772837
Castanea sativa,52.043429,6.619362
Tilia platyphyllos,51.231735,3.818975
Castanea sativa,52.37846,5.787579
Castanea sativa,52.564251,4.694029
Carpinus betulus,52.214419,5.03264
Castanea sativa,52.198838,5.135782
Quercus rubra,52.107237,6.31484
Tilia cordata,52.131237,5.372628
Tilia cordata,52.202871,6.201964
Tilia platyphyllos,52.086287,5.674978
Castanea sativa,51.730477,5.949575
Tilia cordata,52.203713,6.194606
Castanea sativa,52.174776,6.239856
Tilia platyphyllos,50.862167,5.726578
Tilia tomentosa,52.747057,5.067115
Castanea sativa,51.698095,3.742284
Cedrus libani,51.992956,5.933122
Cedrus libani,52.265895,6.711505
Carpinus betulus,52.26588,6.711241
Castanea sativa,51.355257,5.938588
Tilia tomentosa,51.632656,4.383063
Quercus rubra,51.584018,5.196358
Abies concolor,53.217262,5.905239
Carpinus betulus,52.307537,6.115419
Tilia tomentosa,53.200491,5.799612
Castanea sativa,51.81416,5.871336
Cedrus libani,51.660523,5.297205
Tilia cordata,52.13607,5.360693
Pinus sylvestris,52.1686,5.816667
Tilia cordata,51.744126,5.744844
Castanea sativa,52.145541,5.351045
Corylus colurna,52.146045,5.352593
Carpinus betulus,52.146027,5.353149
Castanea sativa,51.475483,5.177367
Tilia platyphyllos,51.594172,5.252656
Tilia cordata,51.940666,5.59067
Tilia platyphyllos,51.199301,6.014517
Pinus nigra,51.530007,3.896369
Castanea sativa,51.393909,4.325959
Tilia platyphyllos,51.581055,5.198376
Tilia platyphyllos,52.237731,6.35293
Tilia platyphyllos,53.084128,4.873272
Castanea sativa,51.873016,6.377939
Tilia tomentosa,51.429235,4.191974
Castanea sativa,51.839457,5.872508
Castanea sativa,50.894829,5.773579
Alnus glutinosa,52.087904,5.091612
Pinus nigra,52.087805,5.091423
Quercus alba,51.795106,4.686034
Castanea sativa,51.130922,6.077714
Castanea sativa,51.440632,5.455635
Quercus rubra,53.232209,5.985628
Pinus sylvestris,52.131075,5.371211
Pinus sylvestris,51.581597,4.922662
Castanea sativa,51.466543,5.444477
Castanea sativa,51.130206,6.000216
Picea abies,51.825386,5.917106
Castanea sativa,51.818122,5.942779
Alnus glutinosa,51.260654,5.716362
Carpinus betulus,51.792254,4.702357
Castanea sativa,52.7299,5.019927
Quercus rubra,51.55551,5.345746
Cedrus libani,51.570331,4.784204
Castanea sativa,51.494332,6.124337
Tilia tomentosa,51.491854,3.822863
Pinus nigra,51.491942,3.823378
Cedrus libani,51.908996,4.473471
Tilia tomentosa,52.730027,5.020355
Castanea sativa,51.0532,5.957403
Castanea sativa,51.135286,6.039746
Castanea sativa,51.086284,5.916594
Tilia cordata,51.40475,5.402492
Tilia tomentosa,50.877086,5.730367
Tilia cordata,51.863606,5.776978
Castanea sativa,51.585283,4.922927
Castanea sativa,51.099547,5.887266
Castanea sativa,51.084477,5.930331
Castanea sativa,51.082366,5.969024
Castanea sativa,51.087457,5.96465
Tilia cordata,51.068909,5.961835
Pinus nigra,51.196069,5.988077
Pinus sylvestris,52.789249,6.614855
Tilia platyphyllos,50.801987,5.85719
Quercus cerris,52.376306,6.460074
Tilia tomentosa,51.620819,4.759793
Tilia platyphyllos,51.429327,4.192187
Tilia cordata,50.961434,5.909355
Castanea sativa,52.046456,4.321111
Arbutus unedo,5.055659,-75.495525
Tilia tomentosa,49.01722,31.38722
Helianthemum nummularium,40.22694,-3.64944
Corylus avellana,50.03278,4.655
Corylus avellana,50.35,4.466667
Corylus avellana,50.12694,4.74111
Carpinus betulus,50.12694,4.741111
Carpinus betulus,50.355,4.46722
Carpinus betulus,50.12694,4.74111
Picea abies,50.12694,4.74111
Carpinus betulus,50.35,4.466667
Picea abies,50.016667,4.65
Carpinus betulus,50.355,4.467222
Quercus rubra,50.35,4.466667
Carpinus betulus,50.35,4.466667
Vaccinium myrtillus,50.016667,4.65
Pinus sylvestris,50,4.616667
Pinus sylvestris,50.13444,4.617778
Corylus avellana,50.12694,4.741111
Castanea sativa,50.03278,4.655
Picea abies,50.016667,4.65
Corylus avellana,50.355,4.467222
Corylus avellana,50.433333,4.475833
Vaccinium myrtillus,50.1989,4.39243
Corylus avellana,50.016667,4.65
Carpinus betulus,50.133333,4.616667
Corylus avellana,50.35,4.466667
Carpinus betulus,50.016667,4.65
Carpinus betulus,50.136944,4.659444
Carpinus betulus,50.393889,4.663333
Carpinus betulus,50.355,4.467222
Carpinus betulus,50.016667,4.65
Carpinus betulus,50.393889,4.655556
Pinus sylvestris,50.144444,4.627778
Carpinus betulus,50.225278,4.635
Carpinus betulus,50.25,4.813056
Carpinus betulus,50.355,4.467222
Corylus avellana,50.399722,5.281944
Corylus avellana,50.355,4.467222
Carpinus betulus,50.35,4.466667
Carpinus betulus,50.399722,5.281944
Carpinus betulus,50.433333,4.475833
Corylus avellana,50.355,4.467222
Corylus avellana,50.25,4.813056
Carpinus betulus,50.355,4.467222
Corylus avellana,50.399722,5.281944
Carpinus betulus,50.268889,4.715556
Vaccinium myrtillus,50.118611,5.2275
Corylus avellana,50.35,4.466667
Pinus sylvestris,50.393889,4.655556
Picea abies,50.136944,4.659444
Carpinus betulus,50.35833,4.475833
Picea abies,50.03278,4.655
Picea abies,50.136944,4.659444
Pinus sylvestris,50.225278,4.635
Corylus avellana,50.35833,4.475833
Pinus nigra,50.144444,4.627778
Carpinus betulus,50.399722,5.281944
Picea abies,50.03277,4.655
Carpinus betulus,50.116667,4.733333
Pinus sylvestris,50.016667,4.65
Pinus sylvestris,50.133333,4.616667
Picea abies,50.133333,4.616667
Carpinus betulus,50.13444,4.617778
Carpinus betulus,50.355,4.4672
Corylus avellana,50.366667,4.466667
Quercus rubra,50.366667,4.466667
Carpinus betulus,50.083333,4.733333
Pinus sylvestris,50.116667,4.616667
Picea abies,50.03278,4.655
Alnus glutinosa,50.13444,4.617778
Corylus avellana,50.355,4.4672
Pinus sylvestris,50.318056,5.256111
Alnus glutinosa,50.318056,5.256111
Corylus avellana,50.35,4.35
Carpinus betulus,50.35,4.35
Corylus avellana,50.083333,4.733333
Carpinus betulus,50.366667,4.466667
Carpinus betulus,50.355,4.4672
Vaccinium myrtillus,50.03278,4.655
Picea abies,50.016667,4.65
Corylus avellana,50.03278,4.655
Carpinus betulus,50.318056,5.256111
Vaccinium myrtillus,50.016667,4.65
Vaccinium myrtillus,50.281111,4.742222
Carpinus betulus,50.016667,4.65
Carpinus betulus,50.281111,4.742222
Carpinus betulus,50.2118,4.2802
Carpinus betulus,50.355,4.467222
Carpinus betulus,50.116667,4.616667
Vaccinium myrtillus,50.03212,4.65427
Carpinus betulus,50.355,4.467222
Picea abies,50.13444,4.51777
Carpinus betulus,50.12694,4.741111
Carpinus betulus,50.2118,4.2802
Picea abies,50.13444,4.51777
Carpinus betulus,50.355,4.46722
Picea abies,50.03212,4.65427
Corylus avellana,50.355,4.46722
Carpinus betulus,50.12694,4.74111
Corylus avellana,50.12694,4.74111
Picea abies,50.13444,4.617778
Corylus avellana,50.366667,4.466667
Carpinus betulus,50.366667,4.466667
Carpinus betulus,50.35,4.35
Corylus avellana,50.03252,4.65496
Carpinus betulus,50.02016,4.39262
Corylus avellana,50.01986,4.39316
Corylus avellana,50.192778,4.726111
Carpinus betulus,50.191111,4.729444
Carpinus betulus,50.291944,4.712778
Corylus avellana,50.282222,4.747222
Carpinus betulus,50.188889,4.728056
Carpinus betulus,50.191111,4.729444
Corylus avellana,50.113611,4.746944
Corylus avellana,50.192778,4.726111
Corylus avellana,50.191111,4.729444
Corylus avellana,50.191111,4.729444
Corylus avellana,50.113611,4.746944
Corylus avellana,50.291944,4.712778
Corylus avellana,50.19,4.728611
Carpinus betulus,50.19,4.728611
Corylus avellana,50.188889,4.728056
Carpinus betulus,50.192778,4.726111
Carpinus betulus,50.269444,4.711389
Carpinus betulus,50.192222,4.729722
Carpinus betulus,50.116667,4.733333
Corylus avellana,50.116667,4.733333
Vaccinium myrtillus,50.016667,4.65
Corylus avellana,50.01986,4.39316
Picea abies,50.016667,4.65
Carpinus betulus,50.116667,4.733333
Carpinus betulus,50.127179,4.740309
Corylus avellana,50.127179,4.740309
Alnus glutinosa,50.09349,4.691074
Vaccinium myrtillus,50.01986,4.39316
Pinus sylvestris,50.02016,4.39262
Pinus sylvestris,50.133981,4.618126
Pinus sylvestris,50.134463,4.61915
Corylus avellana,50.35,4.466667
Corylus avellana,50.7635,4.44421
Picea abies,50.136111,4.647222
Carpinus betulus,50.13444,4.617778
Vaccinium myrtillus,50.03179,4.65347
Corylus avellana,50.12694,4.74111
Pinus sylvestris,50.03179,4.65347
Corylus avellana,50.355,4.467222
Picea abies,50.852,4.37177
Corylus avellana,50.12694,4.74111
Carpinus betulus,50.12694,4.74111
Corylus avellana,50.295,4.861944
Carpinus betulus,50.295,4.861944
Picea abies,50.1938,4.3938
Carpinus betulus,50.7635,4.44421
Carpinus betulus,50.1333,4.6186
Carpinus betulus,50.852,4.37177
Carpinus betulus,50.127312,4.740542
Pinus sylvestris,50.852,4.37177
Carpinus betulus,50.01986,4.39316
Picea abies,50.1333,4.6186
Carpinus betulus,50.016667,4.65
Corylus avellana,50.016667,4.65
Picea abies,50.016667,4.65
Carpinus betulus,50.016667,4.65
Corylus avellana,50.192222,4.729722
Carpinus betulus,50.355,4.467222
Picea abies,50.192778,4.726111
Picea abies,50.113611,4.746944
Picea abies,50.034444,4.637222
Carpinus betulus,50.03277,4.655
Corylus avellana,50.031983,4.65395
Vaccinium myrtillus,50.031983,4.65395
Picea abies,50.269444,4.711389
Picea abies,50.282222,4.747222
Picea abies,50.034444,4.637222
Vaccinium myrtillus,50.1938,4.3938
Vaccinium myrtillus,50.02016,4.39262
Picea abies,50.1938,4.3938
Corylus avellana,50.355,4.467222
Carpinus betulus,50.1938,4.3938
Pinus nigra,50.1333,4.6186
Corylus avellana,50.03277,4.655
Picea abies,50.03277,4.655
Carpinus betulus,50.355,4.467222
Carpinus betulus,50.12694,4.74111
Picea abies,50.01986,4.39316
Carpinus betulus,50.116667,4.616667
Carpinus betulus,50.116667,4.616667
Vaccinium myrtillus,50.016667,4.65
Carpinus betulus,50.116667,4.733333
Corylus avellana,50.016667,4.65
Carpinus betulus,50.116667,4.733333
Pinus sylvestris,50.116667,4.616667
Pinus nigra,50.1938,4.3938
Picea abies,50.09,4.69
Carpinus betulus,50.2111,4.1844
Pinus sylvestris,50.032238,4.654627
Carpinus betulus,50.127344,4.741316
Corylus avellana,50.034444,4.637222
Picea abies,50.016667,4.65
Corylus avellana,50.116667,4.733333
Carpinus betulus,50.366667,4.466667
Corylus avellana,50.116667,4.733333
Picea abies,50.116667,4.616667
Corylus avellana,50.127344,4.741316
Carpinus betulus,50.032238,4.654627
Carpinus betulus,50.033164,4.653511
Carpinus betulus,50.116667,4.733333
Carpinus betulus,50.016667,4.65
Corylus avellana,50.016667,4.65
Carpinus betulus,50.127333,4.74135
Pinus sylvestris,50.08047,4.37119
Corylus avellana,50.355,4.467217
Carpinus betulus,50.353877,4.466778
Carpinus betulus,50.433333,4.475833
Carpinus betulus,50.353877,4.466778
Alnus glutinosa,50.136111,4.647222
Vaccinium myrtillus,50.113611,4.746944
Vaccinium myrtillus,50.282222,4.747222
Corylus avellana,50.353877,4.466778
Corylus avellana,50.433333,4.475833
Corylus avellana,50.353877,4.466778
Corylus avellana,50.353877,4.466778
Carpinus betulus,50.2118,4.2802
Carpinus betulus,50.353877,4.466778
Pinus sylvestris,50.13445,4.617783
Carpinus betulus,50.13445,4.617783
Carpinus betulus,50.07625,4.44406
Corylus avellana,50.127333,4.74135
Vaccinium myrtillus,50.269444,4.711389
Carpinus betulus,50.13445,4.617783
Carpinus betulus,50.355,4.467217
Pinus sylvestris,50.031983,4.65395
Vaccinium myrtillus,50.034444,4.637222
Pinus sylvestris,50.13407,4.61819
Carpinus betulus,50.016667,4.65
Vaccinium myrtillus,50.016667,4.65
Carpinus betulus,50.03252,4.65496
Carpinus betulus,50.134,4.618
Carpinus betulus,50.134,4.618
Carpinus betulus,50.355,4.467
Vaccinium myrtillus,50.034444,4.637222
Vaccinium myrtillus,50.032238,4.654627
Corylus avellana,50.355,4.467
Pinus sylvestris,50,5
Picea abies,50.033598,4.653638
Picea abies,50.032238,4.654627
Picea abies,50.033164,4.653511
Pinus sylvestris,50.13444,4.617778
Carpinus betulus,50.1273,4.74127
Vaccinium myrtillus,50.03252,4.65496
Corylus avellana,50.355,4.467222
Corylus avellana,50.12527,4.74075
Carpinus betulus,50.116667,4.733333
Picea abies,50.034444,4.637222
Carpinus betulus,50,5
Pinus sylvestris,50.134,4.618
Carpinus betulus,50.35408,4.46695
Vaccinium myrtillus,50.12694,4.74111
Carpinus betulus,50.7622,4.444
Picea abies,50.01937,4.39362
Carpinus betulus,50.144444,4.627778
Alnus glutinosa,50.136389,4.646111
Alnus glutinosa,50.272778,4.6475
Pinus sylvestris,50.13394,4.61806
Pinus sylvestris,50.133333,4.616667
Carpinus betulus,50.133333,4.616667
Corylus avellana,50.033,4.655
Carpinus betulus,50.127,4.741
Corylus avellana,50.033,4.655
Corylus avellana,50.127,4.741
Castanea sativa,50.118611,5.2275
Carpinus betulus,50.35,4.466667
Carpinus betulus,50.127,4.741
Pinus nigra,50.07985,4.37093
Castanea sativa,50.03252,4.65496
Quercus garryana,49.25408,-123.25081
Quercus garryana,49.25408,-123.25081
Quercus shumardii,49.25408,-123.25081
Quercus rubra,49.25408,-123.25081
Rhododendron maximum,49.25408,-123.25081
Chrysolepis chrysophylla,49.25408,-123.25081
Quercus garryana,49.25408,-123.25081
Arbutus unedo,49.25408,-123.25081
Vaccinium arboreum,49.25408,-123.25081
Castanopsis sieboldii,49.25408,-123.25081
Quercus garryana,49.25408,-123.25081
Oxydendrum arboreum,49.25408,-123.25081
Pinus contorta,49.25408,-123.25081
Quercus garryana,49.25408,-123.25081
Carya alba,49.25408,-123.25081
Arbutus unedo,49.25408,-123.25081
Picea rubens,49.25408,-123.25081
Betula alleghaniensis,49.25408,-123.25081
Quercus garryana,49.25408,-123.25081
Arbutus menziesii,49.25408,-123.25081
Kalmia latifolia,49.25408,-123.25081
Rhododendron viscosum,49.25408,-123.25081
Rhododendron maximum,49.25408,-123.25081
Vaccinium ovatum,49.25408,-123.25081
Quercus macrocarpa,49.25408,-123.25081
Picea glauca,49.25408,-123.25081
Abies concolor,49.25408,-123.25081
Kalmia latifolia,49.25408,-123.25081
Quercus garryana,49.25408,-123.25081
Pinus parviflora,49.25408,-123.25081
Quercus garryana,49.25408,-123.25081
Quercus garryana,49.25408,-123.25081
Oxydendrum arboreum,49.25408,-123.25081
Ostrya japonica,49.25408,-123.25081
Arbutus menziesii,49.25408,-123.25081
Quercus shumardii,49.25408,-123.25081
Vaccinium myrtillus,49.25408,-123.25081
Betula lenta,49.25408,-123.25081
Oxydendrum arboreum,49.25408,-123.25081
Rhododendron catawbiense,49.25408,-123.25081
Quercus rubra,49.25408,-123.25081
Ostrya carpinifolia,49.25408,-123.25081
Rhododendron maximum,49.25408,-123.25081
Quercus rubra,49.25408,-123.25081
Pinus virginiana,49.25408,-123.25081
Rhododendron maximum,49.25408,-123.25081
Quercus garryana,49.25408,-123.25081
Tilia tomentosa,49.25408,-123.25081
Corylus colurna,49.25408,-123.25081
Rhododendron catawbiense,49.25408,-123.25081
Rhododendron catawbiense,49.25408,-123.25081
Vaccinium ovatum,49.25408,-123.25081
Quercus chrysolepis,49.25408,-123.25081
Pinus contorta,49.25408,-123.25081
Rhododendron viscosum,49.25408,-123.25081
Vaccinium parvifolium,49.25408,-123.25081
Rhododendron catawbiense,49.25408,-123.25081
Quercus macrocarpa,49.25408,-123.25081
Kalmia latifolia,49.25408,-123.25081
Ostrya virginiana,49.25408,-123.25081
Cedrus deodara,49.25408,-123.25081
Quercus garryana,49.25408,-123.25081
Arbutus menziesii,49.25408,-123.25081
Ostrya japonica,49.25408,-123.25081
Quercus macrocarpa,49.25408,-123.25081
Rhododendron catawbiense,49.25408,-123.25081
Vaccinium ovatum,49.25408,-123.25081
Oxydendrum arboreum,49.25408,-123.25081
Quercus macrocarpa,49.25408,-123.25081
Oxydendrum arboreum,49.25408,-123.25081
Pinus nigra,49.25408,-123.25081
Betula alleghaniensis,49.25408,-123.25081
Cedrus deodara,49.25408,-123.25081
Rhododendron maximum,49.25408,-123.25081
Pinus parviflora,49.25408,-123.25081
Quercus garryana,49.25408,-123.25081
Pinus sylvestris,49.25408,-123.25081
Quercus garryana,49.25408,-123.25081
Kalmia latifolia,49.25408,-123.25081
Corylus americana,49.25408,-123.25081
Rhododendron maximum,49.25408,-123.25081
Cedrus deodara,49.25408,-123.25081
Cedrus deodara,49.25408,-123.25081
Quercus garryana,49.25408,-123.25081
Pinus contorta,49.25408,-123.25081
Betula alleghaniensis,49.25408,-123.25081
Ostrya japonica,49.25408,-123.25081
Pinus sylvestris,49.25408,-123.25081
